moduleCode,category,screenName,isWidget,isPopup,isBase,isSubComponent,menuCd,layoutCategory,patternCode,rawPatternCode,subPattern,confidence,reason,components,apiCalls,callServices,spNames,lines,filePath,relativePath
factoryplan,dashboard,ProductionPerformance,N,N,N,N,,LAYOUT_SINGLE,widget_dashboard,P01_widget_dashboard,,high,DashboardPanel=1,ContentInner:1;DashboardPanel:1,,,,71,/factoryplan/dashboard/ProductionPerformance,view/factoryplan/dashboard/productionperformance/ProductionPerformance.jsx
factoryplan,dashboard,SimulationKPIDashboard,N,N,N,N,,LAYOUT_SINGLE,widget_dashboard,P01_widget_dashboard,,high,DashboardPanel=1,ContentInner:1;SearchArea:1;SearchRow:1;DashboardPanel:1,factoryplan/simulation/simulation-kpi/ful-fill-rate;factoryplan/simulation/simulation-kpi/on-time-rate;factoryplan/simulation/simulation-kpi/lead-time;factoryplan/simulation/simulation-kpi/used-rate/bed;factoryplan/simulation/simulation-kpi/used-rate/worker,,,244,/factoryplan/dashboard/SimulationKPIDashboard,view/factoryplan/dashboard/simulationkpidashboard/SimulationKPIDashboard.jsx
factoryplan,dashboard,WipEohOutDashboard,N,N,N,N,,LAYOUT_SINGLE,widget_dashboard,P01_widget_dashboard,,high,DashboardPanel=1,ContentInner:1;DashboardPanel:1,factoryplan/dashboard/wip-eoh-out/route-output;factoryplan/dashboard/wip-eoh-out/route-wip,,,148,/factoryplan/dashboard/WipEohOutDashboard,view/factoryplan/dashboard/wipeohoutdashboard/WipEohOutDashboard.jsx
factoryplan,insight,ChartDateRange,N,N,N,Y,,SUBCOMPONENT,subcomponent,,form_part,high,sub-component folder,,,,,147,/factoryplan/insight/common/component/ChartDateRange,view/factoryplan/insight/common/component/ChartDateRange.jsx
factoryplan,insight,ChartWithDateRange,N,N,N,Y,,SUBCOMPONENT,subcomponent,,chart_part,high,sub-component folder,ChartComponent:1,,,,102,/factoryplan/insight/common/component/ChartWithDateRange,view/factoryplan/insight/common/component/ChartWithDateRange.jsx
factoryplan,insight,CommonActiveScreen,N,N,N,Y,,SUBCOMPONENT,subcomponent,,form_part,high,sub-component folder,TabContainer:1,,,,119,/factoryplan/insight/common/component/CommonActiveScreen,view/factoryplan/insight/common/component/CommonActiveScreen.jsx
factoryplan,insight,insightPlanProblem,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,849,/factoryplan/insight/simulation/planproblem/insightPlanProblem,view/factoryplan/insight/simulation/planproblem/insightPlanProblem.jsx
factoryplan,insight,insightSimulationCompare,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,638,/factoryplan/insight/simulation/simulationcompare/insightSimulationCompare,view/factoryplan/insight/simulation/simulationcompare/insightSimulationCompare.jsx
factoryplan,insight,PopFpInsightFeature,N,Y,N,N,,POPUP,popup,,popup_form,high,Pop* file · grid=0,PopupDialog:1,,,,104,/factoryplan/insight/common/popup/PopFpInsightFeature,view/factoryplan/insight/common/popup/PopFpInsightFeature.jsx
factoryplan,master,Bom,N,N,N,N,UI_FP_BOM,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;TreeGrid:1;TabContainer:1;InputField:2;PlanScope:1,factoryplan/items;common/codes,,,431,/factoryplan/master/Bom,view/factoryplan/master/bom/Bom.jsx
factoryplan,master,BomDiagram,N,N,N,N,,LAYOUT_ROUTELAYOUT,rl_layout_design,rl_layout,,high,route keyword · flo=1,FLODiagram:1,,,,193,/factoryplan/master/bom/BomDiagram,view/factoryplan/master/bom/BomDiagram.jsx
factoryplan,master,Bor,N,N,N,N,UI_FP_BOR,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;TabContainer:1;PlanScope:1,,,,173,/factoryplan/master/Bor,view/factoryplan/master/bor/Bor.jsx
factoryplan,master,BorSetTab,N,N,N,N,,LAYOUT_V3,v3_multi_grid,,,mid,3 BaseGrid no SplitPanel,BaseGrid:3;GridDeleteRowButton:1;InputField:1,factoryplan/master/bor/bors;factoryplan/master/bor/borsets;factoryplan/master/bor/borsets/save,,,443,/factoryplan/master/bor/BorSetTab,view/factoryplan/master/bor/BorSetTab.jsx
factoryplan,master,BorTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/bor/bors;factoryplan/master/bor/bors/save,,,256,/factoryplan/master/bor/BorTab,view/factoryplan/master/bor/BorTab.jsx
factoryplan,master,Byproduct,N,N,N,N,,LAYOUT_SINGLE,h2_tree_grid,P04_tree_grid,,high,TreeGrid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;TreeGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;PlanScope:1,factoryplan/master/byproduct/byproducts,,,556,/factoryplan/master/Byproduct,view/factoryplan/master/byproduct/Byproduct.jsx
factoryplan,master,ByproductDiagram,N,N,N,N,,LAYOUT_ROUTELAYOUT,rl_layout_design,rl_layout,,high,route keyword · flo=1,FLODiagram:1,factoryplan/master/byproduct/byproducts/route-flo,,,238,/factoryplan/master/byproduct/ByproductDiagram,view/factoryplan/master/byproduct/ByproductDiagram.jsx
factoryplan,master,CalendarCopyPopup,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;PopupDialog:1,factoryplan/master/resource/resources;factoryplan/master/resource-calendar/copy,,,126,/factoryplan/master/resourcecalendar/CalendarCopyPopup,view/factoryplan/master/resourcecalendar/CalendarCopyPopup.jsx
factoryplan,master,CalendarCopyPopup,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;PopupDialog:1,factoryplan/master/resource/resources;/factoryplan/master/resource-downtime/copy,,,141,/factoryplan/master/resourcedowntime/CalendarCopyPopup,view/factoryplan/master/resourcedowntime/CalendarCopyPopup.jsx
factoryplan,master,CustomComponent,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,113,/factoryplan/master/resourcecalendar/CustomComponent,view/factoryplan/master/resourcecalendar/CustomComponent.jsx
factoryplan,master,CustomComponent,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,97,/factoryplan/master/resourcedowntime/CustomComponent,view/factoryplan/master/resourcedowntime/CustomComponent.jsx
factoryplan,master,CustomerMasterPopup,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;PopupDialog:1,factoryplan/customers;factoryplan/master/order/customers/save,,,129,/factoryplan/master/order/CustomerMasterPopup,view/factoryplan/master/order/CustomerMasterPopup.jsx
factoryplan,master,DemandTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/order/demands;factoryplan/master/order/demands/save,,,265,/factoryplan/master/order/DemandTab,view/factoryplan/master/order/DemandTab.jsx
factoryplan,master,EditEventDialog,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,222,/factoryplan/master/resourcecalendar/EditEventDialog,view/factoryplan/master/resourcecalendar/EditEventDialog.jsx
factoryplan,master,EditEventDialog,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,198,/factoryplan/master/resourcedowntime/EditEventDialog,view/factoryplan/master/resourcedowntime/EditEventDialog.jsx
factoryplan,master,Flo,N,N,N,N,,LAYOUT_ROUTELAYOUT,rl_layout_design,rl_layout,,high,route keyword · flo=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;FLODiagram:1;InputField:1;PlanScope:1,factoryplan/master/bom/flo,,,291,/factoryplan/master/Flo,view/factoryplan/master/flo/Flo.jsx
factoryplan,master,FpConfiguration,N,N,N,N,,LAYOUT_V2,v2_dual_grid,,,mid,2 BaseGrid no SplitPanel,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:2;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;InputField:3;PlanScope:1,factoryplan/master/fpconfig-grp;factoryplan/master/fpconfig-codes;common/setting/fpconfig-save;common/setting/fpconfig-delete,,,715,/factoryplan/master/FpConfiguration,view/factoryplan/master/fpconfiguration/FpConfiguration.jsx
factoryplan,master,InventoryTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/item/inventories,,,281,/factoryplan/master/item/InventoryTab,view/factoryplan/master/item/InventoryTab.jsx
factoryplan,master,Item,N,N,N,N,UI_FP_ITEM,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;TabContainer:1;PlanScope:1,,,,156,/factoryplan/master/Item,view/factoryplan/master/item/Item.jsx
factoryplan,master,ItemGroupJobChangeTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/jobchange/jctimeitemgroups;factoryplan/master/jobchange/jctimeitemgroups/save,,,283,/factoryplan/master/jobchangetime/ItemGroupJobChangeTab,view/factoryplan/master/jobchangetime/ItemGroupJobChangeTab.jsx
factoryplan,master,ItemGroupMasterPopup,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;PopupDialog:1,factoryplan/master/item/itemgroups,,,133,/factoryplan/master/item/ItemGroupMasterPopup,view/factoryplan/master/item/ItemGroupMasterPopup.jsx
factoryplan,master,ItemJobChangeTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/jobchange/jctimeitems;factoryplan/master/jobchange/jctimeitems/save,,,277,/factoryplan/master/jobchangetime/ItemJobChangeTab,view/factoryplan/master/jobchangetime/ItemJobChangeTab.jsx
factoryplan,master,ItemTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/item/items,,,229,/factoryplan/master/item/ItemTab,view/factoryplan/master/item/ItemTab.jsx
factoryplan,master,JobChangeTime,N,N,N,N,UI_FP_JC_TIME,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;TabContainer:1;PlanScope:1,,,,200,/factoryplan/master/JobChangeTime,view/factoryplan/master/jobchangetime/JobChangeTime.jsx
factoryplan,master,Order,N,N,N,N,UI_FP_ORDER,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;TabContainer:1;PlanScope:1,,,,234,/factoryplan/master/Order,view/factoryplan/master/order/Order.jsx
factoryplan,master,OrderTypeMasterPopup,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;PopupDialog:1,factoryplan/ordertypes;factoryplan/master/order/ordertypes/save,,,148,/factoryplan/master/order/OrderTypeMasterPopup,view/factoryplan/master/order/OrderTypeMasterPopup.jsx
factoryplan,master,Resource,N,N,N,N,UI_FP_RESOURCE,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1;PlanScope:1,factoryplan/master/resource/resources,,,350,/factoryplan/master/Resource,view/factoryplan/master/resource/Resource.jsx
factoryplan,master,ResourceCalendar,N,N,N,N,UI_FP_RESOURCE_CALENDAR,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;InputField:1;PlanScope:1,factoryplan/master/resource/resources;factoryplan/master/resource-calendar/events;factoryplan/master/resource-calendar/events/delete,,,364,/factoryplan/master/ResourceCalendar,view/factoryplan/master/resourcecalendar/ResourceCalendar.jsx
factoryplan,master,ResourceDownTime,N,N,N,N,,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;TabContainer:1;InputField:4;PlanScope:1,factoryplan/master/resource/resources,,,167,/factoryplan/master/ResourceDownTime,view/factoryplan/master/resourcedowntime/ResourceDownTime.jsx
factoryplan,master,ResourceDownTimeCalendarTab,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,factoryplan/master/resource-downtime;/factoryplan/master/resource-downtime/delete;/factoryplan/master/resource-downtime/save,,,257,/factoryplan/master/resourcedowntime/ResourceDownTimeCalendarTab,view/factoryplan/master/resourcedowntime/ResourceDownTimeCalendarTab.jsx
factoryplan,master,ResourceDownTimeMasterTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/resource-downtime;/factoryplan/master/resource-downtime/import,,,269,/factoryplan/master/resourcedowntime/ResourceDownTimeMasterTab,view/factoryplan/master/resourcedowntime/ResourceDownTimeMasterTab.jsx
factoryplan,master,ResourceJobChangeTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridCnt:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/jobchange/resources;factoryplan/master/jobchange/resources/save,,,162,/factoryplan/master/jobchangetime/ResourceJobChangeTab,view/factoryplan/master/jobchangetime/ResourceJobChangeTab.jsx
factoryplan,master,Route,N,N,N,N,UI_FP_ROUTE,LAYOUT_ROUTELAYOUT,rl_layout_design,rl_layout,,mid,route keyword · flo=0,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1;PlanScope:1,factoryplan/master/route/routes;factoryplan/master/route/routes/save,,,327,/factoryplan/master/Route,view/factoryplan/master/route/Route.jsx
factoryplan,master,RouteGroupJobChangeTab,N,N,N,N,,LAYOUT_ROUTELAYOUT,rl_layout_design,rl_layout,,mid,route keyword · flo=0,BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/jobchange/jctimegroups;factoryplan/master/jobchange/jctimegroups/save,,,295,/factoryplan/master/jobchangetime/RouteGroupJobChangeTab,view/factoryplan/master/jobchangetime/RouteGroupJobChangeTab.jsx
factoryplan,master,RouteGroupMasterPopup,N,N,N,N,,LAYOUT_ROUTELAYOUT,rl_layout_design,rl_layout,,mid,route keyword · flo=0,BaseGrid:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;PopupDialog:1,factoryplan/master/route/routegroups;factoryplan/master/route/routegroups/save,,,126,/factoryplan/master/route/RouteGroupMasterPopup,view/factoryplan/master/route/RouteGroupMasterPopup.jsx
factoryplan,master,RouteJobChangeTab,N,N,N,N,,LAYOUT_ROUTELAYOUT,rl_layout_design,rl_layout,,mid,route keyword · flo=0,BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/jobchange/jctimes;factoryplan/master/jobchange/jctimes/save,,,293,/factoryplan/master/jobchangetime/RouteJobChangeTab,view/factoryplan/master/jobchangetime/RouteJobChangeTab.jsx
factoryplan,master,Stock,N,N,N,N,UI_FP_STOCK,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1;PlanScope:1,factoryplan/master/stock/stocks;factoryplan/master/stock/stocks/save,,,352,/factoryplan/master/Stock,view/factoryplan/master/stock/Stock.jsx
factoryplan,master,ToolSettingTab,N,N,N,N,,LAYOUT_V2,v2_dual_grid,,,mid,2 BaseGrid no SplitPanel,BaseGrid:2;GridDeleteRowButton:1;GridSaveButton:1,factoryplan/master/bor/borsettools;factoryplan/master/resource/resources;factoryplan/master/bor/borsettools/save,,,333,/factoryplan/master/bor/ToolSettingTab,view/factoryplan/master/bor/ToolSettingTab.jsx
factoryplan,master,ToolSupplyTab,N,N,N,N,,LAYOUT_V2,v2_dual_grid,,,mid,2 BaseGrid no SplitPanel,BaseGrid:2;GridAddRowButton:1,factoryplan/master/resource/resources;factoryplan/master/bor/toolsupplies;factoryplan/master/bor/toolsupplies/delete;factoryplan/master/bor/toolsupplies/save,,,404,/factoryplan/master/bor/ToolSupplyTab,view/factoryplan/master/bor/ToolSupplyTab.jsx
factoryplan,master,ToolSupplyTabChart,N,N,N,N,,LAYOUT_SINGLE,P09_chart_view,,,mid,Chart=1,ChartComponent:1,,,,90,/factoryplan/master/bor/ToolSupplyTabChart,view/factoryplan/master/bor/ToolSupplyTabChart.jsx
factoryplan,master,Validation,N,N,N,N,UI_FP_VALIDATION,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;InputField:1;PlanScope:1,factoryplan/master/validation/validations;common/codes,,,211,/factoryplan/master/Validation,view/factoryplan/master/validation/Validation.jsx
factoryplan,master,ValidationAccordion,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,62,/factoryplan/master/validation/ValidationAccordion,view/factoryplan/master/validation/ValidationAccordion.jsx
factoryplan,master,Wip,N,N,N,N,UI_FP_WIP,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1;PlanScope:1,factoryplan/master/wip/wips;factoryplan/master/wip/wips/save,,,302,/factoryplan/master/Wip,view/factoryplan/master/wip/Wip.jsx
factoryplan,master,WorkOrderTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1;GridCnt:1;GridAddRowButton:1;GridDeleteRowButton:1;GridSaveButton:1;GridExcelExportButton:1,factoryplan/master/order/workorders;factoryplan/master/order/workorders/save,,,287,/factoryplan/master/order/WorkOrderTab,view/factoryplan/master/order/WorkOrderTab.jsx
factoryplan,simulation,AdjustDetailTab,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,InputField:8,,,,347,/factoryplan/simulation/adjustmentgantt/adjustmentUtils/tabs/AdjustDetailTab,view/factoryplan/simulation/adjustmentgantt/adjustmentUtils/tabs/AdjustDetailTab.jsx
factoryplan,simulation,AdjustmentGantt,N,N,N,N,,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;TabContainer:1;GanttChart:1;InputField:3,factoryplan/adjustment/alt-resources;factoryplan/resources;factoryplan/adjustment/gantt/activities;common/planscope/modules/module;common/search-option/data,,,1079,/factoryplan/simulation/AdjustmentGantt,view/factoryplan/simulation/adjustmentgantt/AdjustmentGantt.jsx
factoryplan,simulation,AdjustmentGrid1,N,N,N,N,,LAYOUT_V2,v2_dual_grid,,,mid,2 BaseGrid no SplitPanel,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:2;GridSaveButton:2;InputField:3,factoryplan/master/resource/resources;factoryplan/adjustment/grid1,,,338,/factoryplan/simulation/AdjustmentGrid1,view/factoryplan/simulation/adjustmentgrid1/AdjustmentGrid1.jsx
factoryplan,simulation,AdjustmentGrid2,N,N,N,N,,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridExcelExportButton:1,factoryplan/adjustment/grid2,,,768,/factoryplan/simulation/AdjustmentGrid2,view/factoryplan/simulation/adjustmentgrid2/AdjustmentGrid2.jsx
factoryplan,simulation,AdjustmentGrid3,N,N,N,N,,LAYOUT_SINGLE,search_tab,P03_search_tabs,tabs=1,high,TabContainer=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;TabContainer:1;GridExcelExportButton:1;InputField:2,factoryplan/adjustment/alt-resources;factoryplan/analysis/resource-gantt/activity/detail;factoryplan/adjustment/grid3;factoryplan/adjustment/grid3/arranged-activities;factoryplan/resources,,,822,/factoryplan/simulation/AdjustmentGrid3,view/factoryplan/simulation/adjustmentgrid3/AdjustmentGrid3.jsx
factoryplan,simulation,AdjustQtyPopup,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,InputField:5;PopupDialog:1,,,,109,/factoryplan/simulation/adjustmentgrid3/AdjustQtyPopup,view/factoryplan/simulation/adjustmentgrid3/AdjustQtyPopup.jsx
factoryplan,simulation,AdjustResourcePlanDetailTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1,,,,153,/factoryplan/simulation/adjustmentgantt/adjustmentUtils/tabs/AdjustResourcePlanDetailTab,view/factoryplan/simulation/adjustmentgantt/adjustmentUtils/tabs/AdjustResourcePlanDetailTab.jsx
factoryplan,simulation,LeadTime,N,N,N,N,,LAYOUT_SINGLE,P09_chart_view,,,mid,Chart=1,ChartComponent:1,,,,85,/factoryplan/simulation/simulationkpi/details/LeadTime,view/factoryplan/simulation/simulationkpi/details/LeadTime.jsx
factoryplan,simulation,OnTimeRate,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,74,/factoryplan/simulation/simulationkpi/details/OnTimeRate,view/factoryplan/simulation/simulationkpi/details/OnTimeRate.jsx
factoryplan,simulation,ProdDisruptionChart,N,N,N,N,,LAYOUT_SINGLE,P09_chart_view,,,mid,Chart=1,ChartComponent:1,,,,90,/factoryplan/simulation/proddisruptionmonitoring/ProdDisruptionChart,view/factoryplan/simulation/proddisruptionmonitoring/ProdDisruptionChart.jsx
factoryplan,simulation,ProdDisruptionMonitoring,N,N,N,N,,LAYOUT_MONITORING,mn_grid_alert,,,high,monitoring match · chart=0 grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridSaveButton:1;InputField:1,factoryplan/analysis/prod-disruption-monitoring/chart;factoryplan/analysis/prod-disruption-monitoring/grid,,,452,/factoryplan/simulation/ProdDisruptionMonitoring,view/factoryplan/simulation/proddisruptionmonitoring/ProdDisruptionMonitoring.jsx
factoryplan,simulation,PsiTab,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1,factoryplan/analysis/prod-sales-stock-status,,,176,/factoryplan/simulation/adjustmentgrid3/PsiTab,view/factoryplan/simulation/adjustmentgrid3/PsiTab.jsx
factoryplan,simulation,ScenarioComparePanel,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,528,/factoryplan/simulation/simulationcompare/ScenarioComparePanel,view/factoryplan/simulation/simulationcompare/ScenarioComparePanel.jsx
factoryplan,simulation,ScenarioScriptPopup,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,PopupDialog:1,,,,147,/factoryplan/simulation/simulationscenario/ScenarioScriptPopup,view/factoryplan/simulation/simulationscenario/ScenarioScriptPopup.jsx
factoryplan,simulation,Simulation,N,N,N,N,UI_FP_SIMULATION,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;PlanScope:1,,,,72,/factoryplan/simulation/Simulation,view/factoryplan/simulation/simulation/Simulation.jsx
factoryplan,simulation,SimulationCompare,N,N,N,N,UI_FP_SIMUL_COMPARE,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;InputField:1;PlanScope:1;PopKpiWeightConfig:1,factoryplan/versions/plan-dts;factoryplan/simulation/simulation-compare/versions;factoryplan/simulation/simulation-compare/confirm,,,369,/factoryplan/simulation/SimulationCompare,view/factoryplan/simulation/simulationcompare/SimulationCompare.jsx
factoryplan,simulation,SimulationDetails,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1,factoryplan/simulation/is-engine-running;factoryplan/plan-policy;factoryplan/simulation/simulation/details;factoryplan/simulation/simulation/plan-versions/save;factoryplan/simulation/simulation/plan-versions/options/save,,,575,/factoryplan/simulation/simulation/details/SimulationDetails,view/factoryplan/simulation/simulation/details/SimulationDetails.jsx
factoryplan,simulation,SimulationHistory,N,N,N,N,,LAYOUT_SINGLE,P02b_grid_only,,,mid,1 BaseGrid no SearchArea,BaseGrid:1,,,,202,/factoryplan/simulation/simulation/details/SimulationHistory,view/factoryplan/simulation/simulation/details/SimulationHistory.jsx
factoryplan,simulation,SimulationOptionPopup,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,InputField:2;PopupDialog:1,factoryplan/simulation/simulation/plan-versions/options,,,375,/factoryplan/simulation/simulation/SimulationOptionPopup,view/factoryplan/simulation/simulation/SimulationOptionPopup.jsx
factoryplan,simulation,SimulationScenario,N,N,N,N,UI_FP_SIMUL_SCENARIO,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;InputField:2;PlanScope:1,factoryplan/plan-policy;factoryplan/plan-policy-detail;factoryplan/simulation/simulation-scenario/policy-dtls;common/codes,,,488,/factoryplan/simulation/SimulationScenario,view/factoryplan/simulation/simulationscenario/SimulationScenario.jsx
factoryplan,simulation,SimulationStep,N,N,N,N,UI_FP_SIMUL_STEP,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridAddRowButton:1;PlanScope:1,factoryplan/plan-steps;factoryplan/simulation/simulation-step/step-seqs;factoryplan/simulation/simulation-step/step-seqs/save;common/codes,,,426,/factoryplan/simulation/SimulationStep,view/factoryplan/simulation/simulationstep/SimulationStep.jsx
